2021-01-06,100
2021-04-23,100
2021-08-16,100
2021-08-02,100
2021-03-20,100
2021-07-28,100
2021-12-05,100
2021-11-27,100
2021-01-08,100
2021-01-29,100
2021-03-28,100
2021-08-28,100
2021-05-13,100
2021-06-23,100
2021-12-19,100
2021-06-16,100
2021-01-21,100
2021-01-12,100
2021-01-22,100
2021-06-08,100
2021-09-22,100
2021-05-20,100
2021-04-22,100
2021-01-05,100
2021-08-26,100
2021-09-11,100
2021-10-12,100
2021-04-15,100
2021-02-07,100
2021-01-12,100
2021-12-06,100
2021-11-19,100
2021-08-26,100
2021-06-03,100
2021-05-19,100
2021-09-05,100
2021-03-24,100
2021-04-02,100
2021-08-03,100
2021-09-16,100
2021-07-05,100
2021-11-10,100
2021-04-05,100
2021-08-21,100
2021-02-17,100
2021-05-02,100
2021-04-25,100
2021-02-11,100
2021-07-27,100
2021-06-04,100
2021-12-22,100
2021-08-08,100
2021-09-29,100
2021-03-08,100
2021-11-03,100
2021-06-23,100
2021-04-24,100
2021-12-10,100
2021-11-18,100
2021-12-05,100
2021-07-13,100
2021-07-08,100
2021-03-15,100
2021-04-23,100
2021-02-26,100
2021-12-23,100
2021-06-27,100
2021-05-10,100
2021-08-25,100
2021-11-10,100
2021-01-30,100
2021-06-30,100
2021-01-10,100
2021-10-02,100
2021-01-16,100
2021-02-16,100
2021-06-02,100
2021-06-05,100
2021-09-15,100
2021-12-19,100
2021-05-04,100
2021-05-06,100
2021-02-28,100
2021-02-02,100
2021-05-30,100
2021-03-23,100
2021-06-26,100
2021-08-01,100
2021-06-04,100
2021-02-03,100
2021-11-13,100
2021-07-18,100
2021-10-22,100
2021-08-30,100
2021-09-01,100
2021-06-13,100
2021-05-18,100
2021-08-06,100
2021-12-23,100
2021-12-22,100
2021-05-03,100
2021-06-30,100
2021-06-22,100
2021-09-28,100
2021-06-03,100
2021-04-20,100
2021-03-12,100
2021-06-21,100
2021-05-18,100
2021-02-27,100
2021-06-19,100
2021-06-05,100
2021-09-16,100
2021-07-27,100
2021-11-20,100
2021-12-19,100
2021-02-25,100
2021-12-23,100
2021-04-06,100
2021-07-06,100
2021-12-08,100
2021-07-01,100
2021-07-07,100
2021-09-21,100
2021-11-21,100
2021-05-18,100
2021-01-02,100
2021-10-11,100
2021-04-04,100
2021-02-21,100
2021-08-01,100
2021-01-19,100
2021-07-28,100
2021-11-21,100
2021-06-07,100
2021-09-13,100
2021-07-05,100
2021-08-14,100
2021-06-25,100
2021-11-21,100
2021-03-23,100
2021-05-18,100
2021-03-22,100
2021-02-26,100
2021-05-24,100
2021-12-31,100
2021-03-04,100
2021-02-25,100
2021-12-17,100
2021-06-09,100
2021-02-02,100
2021-02-07,100
2021-09-10,100
2021-12-30,100
2021-09-12,100
2021-01-28,100
2021-06-01,100
2021-07-01,100
2021-09-17,100
2021-03-20,100
2021-03-23,100
2021-12-16,100
2021-06-18,100
2021-09-01,100
2021-11-21,100
2021-03-10,100
2021-08-10,100
2021-08-20,100
2021-03-07,100
2021-05-09,100
2021-05-07,100
2021-06-16,100
2021-11-18,100
2021-11-16,100
2021-03-02,100
2021-06-02,100
2021-03-07,100
2021-02-21,100
2021-07-23,100
2021-11-15,100
2021-04-07,100
2021-05-02,100
2021-03-31,100
2021-09-23,100
2021-12-01,100
2021-10-10,100
2021-01-04,100
2021-07-20,100
2021-03-14,100
2021-05-22,100
2021-12-03,100
2021-01-03,100
2021-11-25,100
2021-10-07,100
2021-11-27,100
2021-11-19,100
2021-07-22,100
2021-07-14,100
2021-03-11,100
2021-02-20,101
2021-07-13,101
2021-11-18,101
2021-12-04,101
2021-01-27,101
2021-07-27,101
2021-08-02,101
2021-04-06,101
2021-08-14,101
2021-06-09,101
